provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region
P00532,Provider_532,City_132,WA,47.8011,-120.6901,Psychiatry,Urology,Specialty Care,14,250,42,2.15,0.89,TRUE,FALSE,In-network,275,TRUE,Hospital_32,2.89,East
P00533,Provider_533,City_133,NY,43.3994,-74.1179,Orthopedics,Neurology,Surgical,30,400,32,4.34,0.62,FALSE,FALSE,In-network,355,TRUE,Hospital_33,4.82,West
P00534,Provider_534,City_134,TX,32.1186,-99.7518,ENT,Orthopedics,Specialty Care,18,220,58,1.55,0.34,TRUE,FALSE,Out-of-network,388,FALSE,Hospital_34,3.9,North
P00535,Provider_535,City_135,OH,40.6173,-82.7071,Dermatology,Ophthalmology,Specialty Care,37,200,59,1.85,0.6,TRUE,TRUE,In-network,234,TRUE,Hospital_35,2.85,North
P00536,Provider_536,City_136,NY,43.5494,-73.9679,General Practice,ENT,Primary Care,22,100,56,3.59,0.99,FALSE,TRUE,In-network,101,FALSE,Hospital_36,1.33,East
P00537,Provider_537,City_137,WA,48.0511,-120.4401,ENT,General Practice,Specialty Care,40,220,46,4.48,0.74,FALSE,FALSE,In-network,193,TRUE,Hospital_37,2.95,South
P00538,Provider_538,City_138,NY,43.6494,-73.8679,Neurology,Dermatology,Specialty Care,33,450,59,3.35,0.46,FALSE,FALSE,Out-of-network,443,FALSE,Hospital_38,1.52,East
P00539,Provider_539,City_139,WA,48.1511,-120.3401,Ophthalmology,Dermatology,Specialty Care,31,180,60,1.25,0.37,TRUE,TRUE,Out-of-network,126,FALSE,Hospital_39,4.3,South
P00540,Provider_540,City_140,CA,37.2283,-118.9679,Urology,Gastroenterology,Specialty Care,13,380,56,4.41,0.95,FALSE,FALSE,Out-of-network,86,FALSE,Hospital_40,3.92,North
P00541,Provider_541,City_141,NV,38.8026,-116.4194,Neurology,Gastroenterology,Specialty Care,34,450,43,1.2,0.39,TRUE,TRUE,Out-of-network,54,FALSE,Hospital_41,3.48,East
P00542,Provider_542,City_142,GA,32.2156,-82.8501,Cardiology,Urology,Specialty Care,12,500,59,3.18,0.35,FALSE,FALSE,In-network,200,TRUE,Hospital_42,3.32,West
P00543,Provider_543,City_143,PA,41.3033,-77.0945,Dermatology,ENT,Specialty Care,11,200,35,3.01,0.5,TRUE,TRUE,Out-of-network,156,TRUE,Hospital_43,4.29,South
P00544,Provider_544,City_144,MA,42.5572,-71.2324,General Practice,Endocrinology,Primary Care,8,100,21,4.12,0.28,FALSE,TRUE,Out-of-network,94,TRUE,Hospital_44,2.53,West
P00545,Provider_545,City_145,GA,32.3656,-82.7001,Psychiatry,Orthopedics,Specialty Care,17,250,45,2.02,0.84,TRUE,FALSE,Out-of-network,433,TRUE,Hospital_45,4.7,North
P00546,Provider_546,City_146,NV,39.0526,-116.1694,General Practice,Pediatrics,Primary Care,14,100,54,2.1,0.65,TRUE,TRUE,Out-of-network,489,TRUE,Hospital_46,1.97,East
P00547,Provider_547,City_147,GA,32.4656,-82.6001,Pediatrics,ENT,Primary Care,5,150,57,4.44,0.97,FALSE,FALSE,In-network,413,TRUE,Hospital_47,1.35,South
P00548,Provider_548,City_148,PA,41.5533,-76.8445,General Practice,Neurology,Primary Care,29,100,19,3.37,0.78,FALSE,TRUE,In-network,63,FALSE,Hospital_48,2.74,North
P00549,Provider_549,City_149,IL,41.0331,-88.9985,Cardiology,Psychiatry,Specialty Care,29,500,37,3.62,0.01,FALSE,FALSE,Out-of-network,472,TRUE,Hospital_49,4.65,West
P00550,Provider_550,City_150,AZ,34.4989,-110.6437,Dermatology,ENT,Specialty Care,20,200,50,2.05,0.1,FALSE,FALSE,In-network,487,TRUE,Hospital_50,3.96,East
P00551,Provider_551,City_151,WA,47.7511,-120.7401,Neurology,Orthopedics,Specialty Care,5,450,20,4.29,0.27,TRUE,FALSE,In-network,410,TRUE,Hospital_51,1.84,North
P00552,Provider_552,City_152,AZ,34.0989,-111.0437,General Practice,Orthopedics,Primary Care,31,100,23,1.9,0.82,FALSE,FALSE,Out-of-network,369,FALSE,Hospital_52,2.34,West
P00553,Provider_553,City_153,NV,38.9026,-116.3194,Neurology,Cardiology,Specialty Care,5,450,54,4.59,0.47,TRUE,FALSE,Out-of-network,97,FALSE,Hospital_53,2.38,South
P00554,Provider_554,City_154,OH,40.5673,-82.7571,Gastroenterology,Endocrinology,Specialty Care,23,420,48,4.87,0.09,TRUE,TRUE,Out-of-network,433,TRUE,Hospital_54,3.42,North
P00555,Provider_555,City_155,AZ,34.2489,-110.8937,Ophthalmology,Psychiatry,Specialty Care,30,180,19,4.6,0.17,FALSE,TRUE,Out-of-network,195,FALSE,Hospital_55,3.93,West
P00556,Provider_556,City_156,CA,37.0283,-119.1679,Neurology,Orthopedics,Specialty Care,29,450,40,3.14,0.21,TRUE,FALSE,In-network,229,TRUE,Hospital_56,4.89,East
P00557,Provider_557,City_157,PA,41.5033,-76.8945,Dermatology,Orthopedics,Specialty Care,10,200,31,4.63,0.88,FALSE,FALSE,In-network,359,FALSE,Hospital_57,2.19,South
P00558,Provider_558,City_158,WA,48.1011,-120.3901,Pediatrics,ENT,Primary Care,24,150,5,2.69,0.74,TRUE,FALSE,In-network,482,TRUE,Hospital_58,1.08,South
P00559,Provider_559,City_159,FL,28.3944,-81.3603,Urology,Psychiatry,Specialty Care,38,380,26,4.27,0.98,TRUE,TRUE,Out-of-network,287,FALSE,Hospital_59,1.69,West
P00560,Provider_560,City_160,CA,37.2283,-118.9679,Ophthalmology,General Practice,Specialty Care,8,180,56,2.91,0.94,TRUE,FALSE,In-network,275,TRUE,Hospital_60,2.87,South
P00561,Provider_561,City_161,TX,31.9686,-99.9018,Pediatrics,Orthopedics,Primary Care,16,150,56,1.33,0.87,FALSE,FALSE,Out-of-network,416,FALSE,Hospital_61,2.45,South
P00562,Provider_562,City_162,PA,41.2533,-77.1445,Orthopedics,Dermatology,Surgical,21,400,57,4.02,0.07,TRUE,FALSE,In-network,211,FALSE,Hospital_62,2.97,West
P00563,Provider_563,City_163,MA,42.5072,-71.2824,Endocrinology,Endocrinology,Specialty Care,7,400,39,1.87,0.73,FALSE,TRUE,Out-of-network,170,FALSE,Hospital_63,4.43,South
P00564,Provider_564,City_164,FL,28.1444,-81.6103,Neurology,Orthopedics,Specialty Care,16,450,44,4.91,0.11,TRUE,TRUE,Out-of-network,244,TRUE,Hospital_64,2.74,North
P00565,Provider_565,City_165,WA,47.9511,-120.5401,General Practice,Orthopedics,Primary Care,2,100,55,3.06,0.89,FALSE,TRUE,In-network,400,TRUE,Hospital_65,3.96,North
P00566,Provider_566,City_166,NC,36.0096,-78.7693,Endocrinology,Ophthalmology,Specialty Care,19,400,12,4.46,0.54,FALSE,FALSE,In-network,231,TRUE,Hospital_66,3.17,West
P00567,Provider_567,City_167,PA,41.5033,-76.8945,Dermatology,Neurology,Specialty Care,30,200,31,3.38,0.03,FALSE,FALSE,Out-of-network,388,FALSE,Hospital_67,3.24,East
P00568,Provider_568,City_168,CA,37.1283,-119.0679,Dermatology,Cardiology,Specialty Care,19,200,31,1.26,0.39,TRUE,FALSE,In-network,53,FALSE,Hospital_68,4.3,North
P00569,Provider_569,City_169,AZ,34.4489,-110.6937,Dermatology,Ophthalmology,Specialty Care,18,200,9,5,0.81,TRUE,TRUE,Out-of-network,401,FALSE,Hospital_69,1.11,East
P00570,Provider_570,City_170,IL,41.0831,-88.9485,Urology,Endocrinology,Specialty Care,15,380,33,2.89,0.02,TRUE,TRUE,In-network,257,TRUE,Hospital_70,3.52,South
P00571,Provider_571,City_171,MI,44.3148,-85.6024,General Practice,Cardiology,Primary Care,30,100,46,3.29,0.12,FALSE,TRUE,Out-of-network,173,FALSE,Hospital_71,4.08,South
P00572,Provider_572,City_172,GA,32.2156,-82.8501,Endocrinology,General Practice,Specialty Care,6,400,11,3.39,0.67,FALSE,FALSE,Out-of-network,149,FALSE,Hospital_72,1.71,West
P00573,Provider_573,City_173,NC,35.8596,-78.9193,Orthopedics,Ophthalmology,Surgical,23,400,60,4.67,0.45,TRUE,TRUE,In-network,112,TRUE,Hospital_73,4.27,South
P00574,Provider_574,City_174,NV,38.9526,-116.2694,Ophthalmology,Gastroenterology,Specialty Care,6,180,58,3.88,0.29,TRUE,FALSE,Out-of-network,128,TRUE,Hospital_74,1.95,West
P00575,Provider_575,City_175,PA,41.4033,-76.9945,Neurology,Gastroenterology,Specialty Care,10,450,8,3.36,0.45,TRUE,FALSE,Out-of-network,474,FALSE,Hospital_75,1.82,East
P00576,Provider_576,City_176,FL,28.2444,-81.5103,Gastroenterology,Dermatology,Specialty Care,8,420,18,2.13,0.95,TRUE,FALSE,Out-of-network,365,FALSE,Hospital_76,4.27,West
P00577,Provider_577,City_177,NV,39.1026,-116.1194,Psychiatry,General Practice,Specialty Care,4,250,37,1.18,0.23,FALSE,TRUE,In-network,245,TRUE,Hospital_77,2.85,West
P00578,Provider_578,City_178,NC,36.1096,-78.6693,Urology,Cardiology,Specialty Care,38,380,38,1.77,0.78,FALSE,FALSE,Out-of-network,150,TRUE,Hospital_78,1.33,East
P00579,Provider_579,City_179,TX,32.3686,-99.5018,Gastroenterology,Psychiatry,Specialty Care,5,420,54,3.61,0.02,FALSE,TRUE,Out-of-network,401,FALSE,Hospital_79,1.51,West
P00580,Provider_580,City_180,AZ,34.4989,-110.6437,Dermatology,Dermatology,Specialty Care,2,200,60,4.31,0.82,TRUE,FALSE,In-network,242,TRUE,Hospital_80,1.06,West
P00581,Provider_581,City_181,NV,38.8026,-116.4194,Urology,General Practice,Specialty Care,10,380,40,3.98,0.4,FALSE,FALSE,In-network,202,TRUE,Hospital_81,4.32,West
P00582,Provider_582,City_182,TX,32.0186,-99.8518,Psychiatry,General Practice,Specialty Care,32,250,12,3.3,0.76,FALSE,FALSE,Out-of-network,393,FALSE,Hospital_82,2.38,West
P00583,Provider_583,City_183,NC,35.8596,-78.9193,Cardiology,Neurology,Specialty Care,9,500,52,3.68,0.58,FALSE,TRUE,Out-of-network,224,FALSE,Hospital_83,2.04,North
P00584,Provider_584,City_184,GA,32.3156,-82.7501,Gastroenterology,General Practice,Specialty Care,39,420,26,3.69,0.58,TRUE,FALSE,In-network,451,FALSE,Hospital_84,2.45,South
P00585,Provider_585,City_185,PA,41.4033,-76.9945,Cardiology,Neurology,Specialty Care,31,500,56,1.86,0.33,FALSE,FALSE,In-network,292,TRUE,Hospital_85,1.24,West
P00586,Provider_586,City_186,CA,37.0283,-119.1679,Ophthalmology,Cardiology,Specialty Care,28,180,32,3.68,0.59,TRUE,TRUE,In-network,108,TRUE,Hospital_86,4.68,East
P00587,Provider_587,City_187,IL,40.9331,-89.0985,Urology,Neurology,Specialty Care,9,380,28,4.66,0.35,TRUE,TRUE,Out-of-network,312,TRUE,Hospital_87,1.94,West
P00588,Provider_588,City_188,PA,41.5533,-76.8445,Urology,Cardiology,Specialty Care,6,380,19,4.75,0.5,TRUE,TRUE,In-network,439,FALSE,Hospital_88,1.52,North
P00589,Provider_589,City_189,CA,37.1783,-119.0179,Endocrinology,Endocrinology,Specialty Care,17,400,26,1.84,0.17,TRUE,TRUE,In-network,60,TRUE,Hospital_89,2.52,South
P00590,Provider_590,City_190,MA,42.8572,-70.9324,Cardiology,Gastroenterology,Specialty Care,27,500,19,3.66,0.86,FALSE,FALSE,Out-of-network,469,FALSE,Hospital_90,3.25,South
P00591,Provider_591,City_191,CA,36.7783,-119.4179,Cardiology,Neurology,Specialty Care,40,500,29,4.12,0.53,FALSE,FALSE,In-network,135,TRUE,Hospital_91,2.85,South
P00592,Provider_592,City_192,MA,42.4572,-71.3324,Psychiatry,Neurology,Specialty Care,1,250,55,3.37,0.83,FALSE,TRUE,In-network,270,FALSE,Hospital_92,2.45,West
P00593,Provider_593,City_193,WA,47.8511,-120.6401,Psychiatry,Dermatology,Specialty Care,16,250,41,2.49,0.61,TRUE,TRUE,In-network,152,TRUE,Hospital_93,3.37,North
P00594,Provider_594,City_194,AZ,34.1989,-110.9437,Orthopedics,Ophthalmology,Surgical,34,400,11,3.17,0.59,FALSE,TRUE,In-network,77,TRUE,Hospital_94,1.25,East
P00595,Provider_595,City_195,IL,40.8331,-89.1985,Pediatrics,Orthopedics,Primary Care,13,150,37,1.89,0.44,TRUE,TRUE,Out-of-network,125,FALSE,Hospital_95,2.07,East
P00596,Provider_596,City_196,NV,39.0526,-116.1694,Cardiology,ENT,Specialty Care,29,500,26,3.88,0.08,FALSE,TRUE,In-network,362,TRUE,Hospital_96,2.22,North
P00597,Provider_597,City_197,CA,37.0783,-119.1179,Orthopedics,Urology,Surgical,12,400,9,3.36,0.22,FALSE,FALSE,In-network,138,FALSE,Hospital_97,1.82,South
P00598,Provider_598,City_198,NV,39.1526,-116.0694,ENT,General Practice,Specialty Care,22,220,50,4.05,0.73,TRUE,TRUE,Out-of-network,438,TRUE,Hospital_98,2.08,East
P00599,Provider_599,City_199,FL,28.3944,-81.3603,Gastroenterology,Urology,Specialty Care,28,420,28,4.13,0.42,FALSE,TRUE,In-network,89,FALSE,Hospital_99,4.56,North
P00600,Provider_600,City_200,WA,48.2011,-120.2901,Pediatrics,Gastroenterology,Primary Care,35,150,7,1.26,0.49,TRUE,TRUE,Out-of-network,468,FALSE,Hospital_100,1.64,East
P00601,Provider_601,City_1,MI,44.3148,-85.6024,Psychiatry,Urology,Specialty Care,21,250,37,2.9,0.93,FALSE,FALSE,In-network,203,FALSE,Hospital_1,2.26,West
P00602,Provider_602,City_2,MI,44.3648,-85.5524,Psychiatry,Endocrinology,Specialty Care,25,250,42,2.27,0.73,TRUE,TRUE,In-network,302,FALSE,Hospital_2,3.9,North
P00603,Provider_603,City_3,WA,47.8511,-120.6401,Orthopedics,Gastroenterology,Surgical,37,400,59,2.51,0.07,FALSE,TRUE,In-network,422,FALSE,Hospital_3,4.33,South
P00604,Provider_604,City_4,MI,44.4648,-85.4524,Ophthalmology,Dermatology,Specialty Care,19,180,54,3.06,0.46,FALSE,TRUE,Out-of-network,206,TRUE,Hospital_4,4.3,North
P00605,Provider_605,City_5,MI,44.5148,-85.4024,Ophthalmology,Dermatology,Specialty Care,5,180,12,4.2,0.74,TRUE,FALSE,In-network,459,TRUE,Hospital_5,3.49,East
P00606,Provider_606,City_6,CO,39.8001,-105.5321,Orthopedics,Cardiology,Surgical,36,400,40,4.41,0.01,FALSE,TRUE,In-network,378,TRUE,Hospital_6,4.05,North
P00607,Provider_607,City_7,GA,32.4656,-82.6001,Orthopedics,Dermatology,Surgical,30,400,53,4.11,0.73,TRUE,FALSE,Out-of-network,421,FALSE,Hospital_7,1.18,East
P00608,Provider_608,City_8,NV,39.1526,-116.0694,Gastroenterology,Cardiology,Specialty Care,15,420,56,4.37,0.37,TRUE,TRUE,In-network,270,TRUE,Hospital_8,2.05,North
P00609,Provider_609,City_9,TX,32.3686,-99.5018,General Practice,Pediatrics,Primary Care,29,100,39,1.78,0.81,FALSE,TRUE,In-network,329,FALSE,Hospital_9,4.64,East
P00610,Provider_610,City_10,IL,41.0831,-88.9485,ENT,Neurology,Specialty Care,30,220,53,1.69,0.77,FALSE,FALSE,Out-of-network,435,TRUE,Hospital_10,3.54,East
P00611,Provider_611,City_11,OH,40.4173,-82.9071,Gastroenterology,Psychiatry,Specialty Care,39,420,22,1.62,0.12,TRUE,TRUE,Out-of-network,313,TRUE,Hospital_11,3.13,South
P00612,Provider_612,City_12,NY,43.3494,-74.1679,Cardiology,Cardiology,Specialty Care,26,500,7,2.46,0.3,FALSE,TRUE,In-network,409,TRUE,Hospital_12,1.99,South
P00613,Provider_613,City_13,NV,38.9026,-116.3194,Orthopedics,Cardiology,Surgical,23,400,7,3.32,0.34,TRUE,FALSE,In-network,309,FALSE,Hospital_13,2.25,North
P00614,Provider_614,City_14,MI,44.4648,-85.4524,Cardiology,Endocrinology,Specialty Care,4,500,40,3.8,0.24,FALSE,FALSE,Out-of-network,140,FALSE,Hospital_14,4.65,East
P00615,Provider_615,City_15,NV,39.0026,-116.2194,Cardiology,Cardiology,Specialty Care,37,500,48,1.73,0.16,FALSE,TRUE,Out-of-network,136,TRUE,Hospital_15,4.21,West
P00616,Provider_616,City_16,OH,40.6673,-82.6571,Ophthalmology,Dermatology,Specialty Care,24,180,23,2.32,0.67,TRUE,TRUE,In-network,382,FALSE,Hospital_16,4.91,East
P00617,Provider_617,City_17,MA,42.7072,-71.0824,ENT,Dermatology,Specialty Care,27,220,10,4.25,0.92,TRUE,TRUE,Out-of-network,292,TRUE,Hospital_17,1.64,South
P00618,Provider_618,City_18,NY,43.6494,-73.8679,Endocrinology,ENT,Specialty Care,40,400,48,2.74,0.63,TRUE,FALSE,Out-of-network,448,TRUE,Hospital_18,3.25,North
P00619,Provider_619,City_19,CA,37.1783,-119.0179,Psychiatry,Dermatology,Specialty Care,36,250,17,4.7,0.58,TRUE,FALSE,Out-of-network,441,TRUE,Hospital_19,4.75,West
P00620,Provider_620,City_20,NC,36.2096,-78.5693,Urology,Cardiology,Specialty Care,3,380,16,4.53,0.9,FALSE,TRUE,In-network,92,FALSE,Hospital_20,2.89,East
P00621,Provider_621,City_21,NC,35.7596,-79.0193,Psychiatry,Pediatrics,Specialty Care,7,250,10,4.06,0.1,TRUE,FALSE,Out-of-network,389,FALSE,Hospital_21,1.21,North
P00622,Provider_622,City_22,WA,47.8011,-120.6901,General Practice,Urology,Primary Care,29,100,43,4.36,0.77,FALSE,TRUE,Out-of-network,108,FALSE,Hospital_22,3.19,East
P00623,Provider_623,City_23,PA,41.3033,-77.0945,Psychiatry,Urology,Specialty Care,5,250,36,1.96,0.33,FALSE,TRUE,Out-of-network,481,TRUE,Hospital_23,4.03,South
P00624,Provider_624,City_24,NC,35.9096,-78.8693,Pediatrics,Dermatology,Primary Care,26,150,58,2.03,0.56,TRUE,FALSE,Out-of-network,164,FALSE,Hospital_24,4.71,West
P00625,Provider_625,City_25,CO,39.7501,-105.5821,Pediatrics,Urology,Primary Care,32,150,58,4.32,0.5,FALSE,TRUE,Out-of-network,159,TRUE,Hospital_25,2.82,East
P00626,Provider_626,City_26,IL,40.8831,-89.1485,Psychiatry,Cardiology,Specialty Care,36,250,7,4.08,0.13,FALSE,FALSE,Out-of-network,89,FALSE,Hospital_26,1.23,North
P00627,Provider_627,City_27,PA,41.5033,-76.8945,Urology,Pediatrics,Specialty Care,4,380,19,4.88,0.4,TRUE,TRUE,Out-of-network,105,FALSE,Hospital_27,2.67,South
P00628,Provider_628,City_28,NY,43.6494,-73.8679,Neurology,Urology,Specialty Care,13,450,15,4.14,0.66,TRUE,FALSE,Out-of-network,218,TRUE,Hospital_28,1.66,North
P00629,Provider_629,City_29,MA,42.8072,-70.9824,ENT,General Practice,Specialty Care,25,220,16,4.01,0.77,FALSE,TRUE,Out-of-network,471,FALSE,Hospital_29,3.26,South
P00630,Provider_630,City_30,PA,41.6533,-76.7445,Urology,ENT,Specialty Care,32,380,43,1.43,0.02,FALSE,FALSE,In-network,264,FALSE,Hospital_30,3.68,North
P00631,Provider_631,City_31,GA,32.1656,-82.9001,Pediatrics,Gastroenterology,Primary Care,13,150,33,2.37,0.71,TRUE,FALSE,Out-of-network,372,TRUE,Hospital_31,4.32,North
P00632,Provider_632,City_32,NC,35.8096,-78.9693,Neurology,Endocrinology,Specialty Care,2,450,55,2.33,0.74,FALSE,TRUE,Out-of-network,314,TRUE,Hospital_32,3.66,South
P00633,Provider_633,City_33,IL,40.7331,-89.2985,Pediatrics,General Practice,Primary Care,29,150,13,3.81,0.69,TRUE,TRUE,Out-of-network,312,FALSE,Hospital_33,3.36,West
P00634,Provider_634,City_34,NY,43.4494,-74.0679,Cardiology,Cardiology,Specialty Care,15,500,16,2.1,0.93,TRUE,FALSE,Out-of-network,421,FALSE,Hospital_34,3.78,South
P00635,Provider_635,City_35,MA,42.6072,-71.1824,Cardiology,Neurology,Specialty Care,31,500,19,3.67,0.57,FALSE,TRUE,In-network,151,TRUE,Hospital_35,2.93,South
P00636,Provider_636,City_36,MA,42.6572,-71.1324,Dermatology,Urology,Specialty Care,40,200,39,2.84,0.47,FALSE,TRUE,Out-of-network,89,TRUE,Hospital_36,4.64,South
P00637,Provider_637,City_37,NV,39.1026,-116.1194,Urology,Endocrinology,Specialty Care,32,380,23,3.1,0.62,TRUE,FALSE,Out-of-network,196,TRUE,Hospital_37,1.83,West
P00638,Provider_638,City_38,IL,40.9831,-89.0485,ENT,General Practice,Specialty Care,16,220,23,1.14,0.08,TRUE,FALSE,In-network,489,TRUE,Hospital_38,3.98,East
P00639,Provider_639,City_39,NY,43.6994,-73.8179,Ophthalmology,Endocrinology,Specialty Care,34,180,26,1.11,0.8,TRUE,TRUE,In-network,272,FALSE,Hospital_39,1.29,West
P00640,Provider_640,City_40,NV,39.2526,-115.9694,Gastroenterology,Psychiatry,Specialty Care,17,420,30,4.88,0.3,TRUE,TRUE,Out-of-network,82,TRUE,Hospital_40,2.2,West
P00641,Provider_641,City_41,IL,40.6331,-89.3985,Dermatology,General Practice,Specialty Care,4,200,18,4.74,0.93,FALSE,FALSE,In-network,283,FALSE,Hospital_41,1.32,North
P00642,Provider_642,City_42,TX,32.0186,-99.8518,ENT,Gastroenterology,Specialty Care,3,220,59,2.68,1,TRUE,FALSE,In-network,57,FALSE,Hospital_42,3.03,South
P00643,Provider_643,City_43,NC,35.8596,-78.9193,Psychiatry,Dermatology,Specialty Care,23,250,45,4.03,0.75,FALSE,TRUE,In-network,246,TRUE,Hospital_43,2.08,East
P00644,Provider_644,City_44,MI,44.4648,-85.4524,Psychiatry,Ophthalmology,Specialty Care,36,250,19,2.22,0.43,FALSE,FALSE,In-network,312,TRUE,Hospital_44,2.38,North
P00645,Provider_645,City_45,NV,39.0026,-116.2194,ENT,Urology,Specialty Care,12,220,42,4.16,0.74,FALSE,TRUE,Out-of-network,118,FALSE,Hospital_45,1.44,South
P00646,Provider_646,City_46,WA,48.0011,-120.4901,Orthopedics,Ophthalmology,Surgical,28,400,58,3.07,0.38,TRUE,TRUE,In-network,295,FALSE,Hospital_46,3.71,East
P00647,Provider_647,City_47,NV,39.1026,-116.1194,Ophthalmology,General Practice,Specialty Care,36,180,31,3.76,0.28,TRUE,TRUE,In-network,279,TRUE,Hospital_47,2.69,West
P00648,Provider_648,City_48,MI,44.6648,-85.2524,Endocrinology,Psychiatry,Specialty Care,14,400,36,2.26,0.21,FALSE,FALSE,In-network,97,FALSE,Hospital_48,3.1,South
P00649,Provider_649,City_49,NC,36.1596,-78.6193,Gastroenterology,Pediatrics,Specialty Care,36,420,16,3.88,0.04,TRUE,FALSE,In-network,95,TRUE,Hospital_49,2.77,South
P00650,Provider_650,City_50,NV,39.2526,-115.9694,Pediatrics,Cardiology,Primary Care,17,150,10,1.84,0.53,TRUE,TRUE,Out-of-network,388,TRUE,Hospital_50,4.09,East
P00651,Provider_651,City_51,NC,35.7596,-79.0193,Dermatology,Ophthalmology,Specialty Care,14,200,36,3.09,0.93,TRUE,TRUE,Out-of-network,459,FALSE,Hospital_51,2.72,South
P00652,Provider_652,City_52,IL,40.6831,-89.3485,Ophthalmology,Dermatology,Specialty Care,22,180,37,4.83,0.77,FALSE,TRUE,Out-of-network,110,TRUE,Hospital_52,4.8,South
P00653,Provider_653,City_53,CA,36.8783,-119.3179,Neurology,General Practice,Specialty Care,20,450,30,1.03,0.47,FALSE,FALSE,Out-of-network,334,TRUE,Hospital_53,1.08,East
P00654,Provider_654,City_54,GA,32.3156,-82.7501,ENT,Ophthalmology,Specialty Care,1,220,43,3.75,0.53,FALSE,FALSE,Out-of-network,304,FALSE,Hospital_54,3.59,South
P00655,Provider_655,City_55,MA,42.6072,-71.1824,Pediatrics,ENT,Primary Care,26,150,27,3.97,0.45,TRUE,FALSE,In-network,252,FALSE,Hospital_55,2.28,South
P00656,Provider_656,City_56,AZ,34.2989,-110.8437,ENT,Urology,Specialty Care,25,220,33,3.93,0.16,FALSE,TRUE,In-network,381,FALSE,Hospital_56,3.88,South
P00657,Provider_657,City_57,MA,42.7072,-71.0824,ENT,Urology,Specialty Care,23,220,10,1.11,0.37,TRUE,TRUE,In-network,401,FALSE,Hospital_57,3,East
P00658,Provider_658,City_58,WA,48.1011,-120.3901,Gastroenterology,Dermatology,Specialty Care,21,420,56,1.04,0.18,FALSE,TRUE,In-network,203,FALSE,Hospital_58,3.48,West
P00659,Provider_659,City_59,GA,32.5656,-82.5001,Pediatrics,Endocrinology,Primary Care,26,150,13,2.61,0.08,FALSE,FALSE,Out-of-network,50,FALSE,Hospital_59,2.21,North
P00660,Provider_660,City_60,GA,32.6156,-82.4501,ENT,Urology,Specialty Care,28,220,30,3.73,0.65,FALSE,FALSE,Out-of-network,247,FALSE,Hospital_60,3.53,North
P00661,Provider_661,City_61,TX,31.9686,-99.9018,Urology,General Practice,Specialty Care,18,380,46,1.55,0.1,FALSE,FALSE,Out-of-network,378,FALSE,Hospital_61,4.63,North
P00662,Provider_662,City_62,GA,32.2156,-82.8501,Ophthalmology,Psychiatry,Specialty Care,26,180,15,2.88,0.65,TRUE,TRUE,In-network,404,FALSE,Hospital_62,3.92,West
P00663,Provider_663,City_63,FL,28.0944,-81.6603,Gastroenterology,Neurology,Specialty Care,20,420,38,1.94,0.25,FALSE,FALSE,Out-of-network,392,TRUE,Hospital_63,2.95,West
P00664,Provider_664,City_64,NC,35.9096,-78.8693,Pediatrics,Pediatrics,Primary Care,13,150,54,2.34,0.92,TRUE,FALSE,In-network,377,FALSE,Hospital_64,2.11,West
P00665,Provider_665,City_65,WA,47.9511,-120.5401,Orthopedics,Gastroenterology,Surgical,1,400,53,4.16,0.43,TRUE,TRUE,In-network,73,FALSE,Hospital_65,2.92,East
P00666,Provider_666,City_66,CO,39.8001,-105.5321,Pediatrics,General Practice,Primary Care,17,150,7,3.23,0.88,FALSE,TRUE,In-network,207,FALSE,Hospital_66,3.79,East
P00667,Provider_667,City_67,TX,32.2686,-99.6018,Ophthalmology,Urology,Specialty Care,29,180,54,2.47,0.21,FALSE,TRUE,In-network,181,TRUE,Hospital_67,3.65,East
P00668,Provider_668,City_68,NY,43.6494,-73.8679,Urology,Endocrinology,Specialty Care,25,380,17,2.02,0.35,TRUE,TRUE,Out-of-network,273,TRUE,Hospital_68,4.64,West
P00669,Provider_669,City_69,CO,39.9501,-105.3821,Endocrinology,General Practice,Specialty Care,37,400,53,4.47,0.45,TRUE,FALSE,Out-of-network,256,FALSE,Hospital_69,3.56,South
P00670,Provider_670,City_70,IL,41.0831,-88.9485,General Practice,Dermatology,Primary Care,22,100,45,1.8,0.94,TRUE,TRUE,Out-of-network,372,FALSE,Hospital_70,4.1,South
P00671,Provider_671,City_71,NC,35.7596,-79.0193,Urology,ENT,Specialty Care,21,380,21,4.44,0.48,FALSE,FALSE,Out-of-network,173,FALSE,Hospital_71,3.09,North
P00672,Provider_672,City_72,MA,42.4572,-71.3324,ENT,General Practice,Specialty Care,8,220,31,2.13,0.14,FALSE,FALSE,In-network,203,TRUE,Hospital_72,1.83,West
P00673,Provider_673,City_73,FL,28.0944,-81.6603,Dermatology,Dermatology,Specialty Care,38,200,53,1.78,0.18,FALSE,FALSE,In-network,435,TRUE,Hospital_73,3.4,West
P00674,Provider_674,City_74,CO,39.7001,-105.6321,Gastroenterology,Psychiatry,Specialty Care,39,420,29,2.39,0.7,TRUE,FALSE,In-network,230,TRUE,Hospital_74,4.49,East
P00675,Provider_675,City_75,OH,40.6173,-82.7071,Endocrinology,General Practice,Specialty Care,4,400,45,2.8,0.77,FALSE,TRUE,Out-of-network,295,TRUE,Hospital_75,2.8,South
